intensities	type	dataset	set
2051	typeII_grn	KI_val	Biobanked samples
1992	typeII_grn	KI_val	Biobanked samples
3222	typeII_grn	KI_val	Biobanked samples
2929	typeII_grn	KI_val	Biobanked samples
3425	typeII_grn	KI_val	Biobanked samples
2637.5	typeII_grn	KI_val	Biobanked samples
2928	typeII_grn	KI_val	Biobanked samples
3351	typeII_grn	KI_val	Biobanked samples
189	typeII_grn	KI_val	Biobanked samples
2702	typeII_grn	KI_val	Biobanked samples
3218	typeII_grn	KI_val	Biobanked samples
3052	typeII_grn	KI_val	Biobanked samples
2601	typeII_grn	KI_val	Biobanked samples
3265	typeII_grn	KI_val	Biobanked samples
2536	typeII_grn	KI_val	Biobanked samples
3410	typeII_grn	KI_val	Biobanked samples
3470	typeII_grn	KI_val	Biobanked samples
4109	typeII_grn	KI_val	Biobanked samples
3643	typeII_grn	KI_val	Biobanked samples
3602	typeII_grn	KI_val	Biobanked samples
1919	typeII_grn	KI_val	Biobanked samples
2892	typeII_grn	KI_val	Biobanked samples
2814	typeII_grn	KI_val	Biobanked samples
4306	typeII_grn	KI_val	Biobanked samples
2334	typeII_grn	KI_val	Biobanked samples
2415	typeII_grn	KI_val	Biobanked samples
2018	typeII_grn	KI_val	Biobanked samples
2827	typeII_grn	KI_val	Biobanked samples
2636	typeII_grn	KI_val	Biobanked samples
3329	typeII_grn	KI_val	Biobanked samples
2017	typeII_grn	KI_val	Biobanked samples
1485	typeII_grn	KI_val	Biobanked samples
2413	typeII_grn	KI_val	Biobanked samples
3344.5	typeII_grn	KI_val	Biobanked samples
2888	typeII_grn	KI_val	Biobanked samples
3765	typeII_grn	KI_val	Biobanked samples
4055	typeII_grn	KI_val	Biobanked samples
3968	typeII_grn	KI_val	Biobanked samples
4997	typeII_grn	KI_val	Biobanked samples
3794	typeII_grn	KI_val	Biobanked samples
3276	typeII_grn	KI_val	Biobanked samples
3425	typeII_grn	KI_val	Biobanked samples
4553	typeII_grn	KI_val	Biobanked samples
3944	typeII_grn	KI_val	Biobanked samples
4325	typeII_grn	KI_val	Biobanked samples
2748	typeII_grn	KI_val	Biobanked samples
3577	typeII_grn	KI_val	Biobanked samples
3139	typeII_grn	KI_val	Biobanked samples
3534	typeII_grn	KI_val	Biobanked samples
2327	typeII_grn	KI_val	Biobanked samples
2346	typeII_grn	KI_val	Biobanked samples
3338	typeII_grn	KI_val	Biobanked samples
2999	typeII_grn	KI_val	Biobanked samples
3794	typeII_grn	KI_val	Biobanked samples
3846	typeII_grn	KI_val	Biobanked samples
241	typeII_grn	KI_val	Biobanked samples
409	typeII_grn	KI_val	Biobanked samples
354	typeII_grn	KI_val	Biobanked samples
364	typeII_grn	KI_val	Biobanked samples
296	typeII_grn	KI_val	Biobanked samples
2815	typeII_grn	KI_val	Biobanked samples
2883	typeII_grn	KI_val	Biobanked samples
3185	typeII_grn	KI_val	Biobanked samples
2989	typeII_grn	KI_val	Biobanked samples
3104	typeII_grn	KI_val	Biobanked samples
1996	typeII_grn	KI_val	Biobanked samples
2626	typeII_grn	KI_val	Biobanked samples
2248	typeII_grn	KI_val	Biobanked samples
3024	typeII_grn	KI_val	Biobanked samples
2847	typeII_grn	KI_val	Biobanked samples
1765	typeII_grn	KI_val	Biobanked samples
2053	typeII_grn	KI_val	Biobanked samples
2402	typeII_grn	KI_val	Biobanked samples
1984	typeII_grn	KI_val	Biobanked samples
1761	typeII_grn	KI_val	Biobanked samples
728	typeII_grn	KI_val	Biobanked samples
1185	typeII_grn	KI_val	Biobanked samples
585	typeII_grn	KI_val	Biobanked samples
784	typeII_grn	KI_val	Biobanked samples
776	typeII_grn	KI_val	Biobanked samples
2759	typeII_grn	KI_val	Biobanked samples
3405	typeII_grn	KI_val	Biobanked samples
2400	typeII_grn	KI_val	Biobanked samples
3504	typeII_grn	KI_val	Biobanked samples
2905	typeII_grn	KI_val	Biobanked samples
774	typeII_grn	KI_val	Biobanked samples
879	typeII_grn	KI_val	Biobanked samples
1320	typeII_grn	KI_val	Biobanked samples
1147	typeII_grn	KI_val	Biobanked samples
1324	typeII_grn	KI_val	Biobanked samples
2107.5	typeII_grn	KI_val	Biobanked samples
2055	typeII_grn	KI_val	Biobanked samples
2330	typeII_grn	KI_val	Biobanked samples
2349	typeII_grn	KI_val	Biobanked samples
1977	typeII_grn	KI_val	Biobanked samples
3752	typeII_grn	KI_val	Biobanked samples
4728	typeII_grn	KI_val	Biobanked samples
4266	typeII_grn	KI_val	Biobanked samples
4584	typeII_grn	KI_val	Biobanked samples
4161	typeII_grn	KI_val	Biobanked samples
2719	typeII_grn	KI_val	Biobanked samples
3060	typeII_grn	KI_val	Biobanked samples
2711	typeII_grn	KI_val	Biobanked samples
3259	typeII_grn	KI_val	Biobanked samples
3610	typeII_grn	KI_val	Biobanked samples
2017	typeII_grn	KI_val	Biobanked samples
1904	typeII_grn	KI_val	Biobanked samples
2696	typeII_grn	KI_val	Biobanked samples
2082	typeII_grn	KI_val	Biobanked samples
2586	typeII_grn	KI_val	Biobanked samples
2460	typeII_grn	KI_val	Biobanked samples
1915	typeII_grn	KI_val	Biobanked samples
2536	typeII_grn	KI_val	Biobanked samples
2856	typeII_grn	KI_val	Biobanked samples
3559	typeII_grn	KI_val	Biobanked samples
2932	typeII_grn	KI_val	Biobanked samples
3728	typeII_grn	KI_val	Biobanked samples
2621	typeII_grn	KI_val	Biobanked samples
3562	typeII_grn	KI_val	Biobanked samples
2985	typeII_grn	KI_val	Biobanked samples
2152	typeII_grn	KI_val	Biobanked samples
2379	typeII_grn	KI_val	Biobanked samples
2424	typeII_grn	KI_val	Biobanked samples
3302	typeII_grn	KI_val	Biobanked samples
2946	typeII_grn	KI_val	Biobanked samples
1571	typeII_grn	KI_val	Biobanked samples
1959	typeII_grn	KI_val	Biobanked samples
1728	typeII_grn	KI_val	Biobanked samples
1668	typeII_grn	KI_val	Biobanked samples
2104	typeII_grn	KI_val	Biobanked samples
2649	typeII_grn	KI_val	Biobanked samples
2172	typeII_grn	KI_val	Biobanked samples
3042	typeII_grn	KI_val	Biobanked samples
2109	typeII_grn	KI_val	Biobanked samples
2744	typeII_grn	KI_val	Biobanked samples
4397	typeII_grn	KI_val	Biobanked samples
2984	typeII_grn	KI_val	Biobanked samples
3052	typeII_grn	KI_val	Biobanked samples
3702	typeII_grn	KI_val	Biobanked samples
3622	typeII_grn	KI_val	Biobanked samples
2720	typeII_grn	KI_val	Biobanked samples
3508	typeII_grn	KI_val	Biobanked samples
3073	typeII_grn	KI_val	Biobanked samples
479	typeII_grn	KI_val	Biobanked samples
3181	typeII_grn	KI_val	Biobanked samples
3647	typeII_grn	KI_val	Biobanked samples
3836	typeII_grn	KI_val	Biobanked samples
3925	typeII_grn	KI_val	Biobanked samples
3729	typeII_grn	KI_val	Biobanked samples
3090	typeII_grn	KI_val	Biobanked samples
2929	typeII_grn	KI_val	Biobanked samples
3365	typeII_grn	KI_val	Biobanked samples
2939.5	typeII_grn	KI_val	Biobanked samples
3610	typeII_grn	KI_val	Biobanked samples
2428	typeII_grn	KI_val	Biobanked samples
1577	typeII_grn	KI_val	Biobanked samples
2184	typeII_grn	KI_val	Biobanked samples
2295	typeII_grn	KI_val	Biobanked samples
2106	typeII_grn	KI_val	Biobanked samples
2234	typeII_grn	KI_val	Biobanked samples
1808	typeII_grn	KI_val	Biobanked samples
2183	typeII_grn	KI_val	Biobanked samples
2013	typeII_grn	KI_val	Biobanked samples
1317	typeII_grn	KI_val	Biobanked samples
1539	typeII_grn	KI_val	Biobanked samples
1207	typeII_grn	KI_val	Biobanked samples
1415	typeII_grn	KI_val	Biobanked samples
2014	typeII_grn	KI_val	Biobanked samples
1867	typeII_grn	KI_val	Biobanked samples
1347	typeII_grn	KI_val	Biobanked samples
1409	typeII_grn	KI_val	Biobanked samples
1583	typeII_grn	KI_val	Biobanked samples
1835	typeII_grn	KI_val	Biobanked samples
1532	typeII_grn	KI_val	Biobanked samples
1233	typeII_grn	KI_val	Biobanked samples
1436	typeII_grn	KI_val	Biobanked samples
1364	typeII_grn	KI_val	Biobanked samples
875	typeII_grn	KI_val	Biobanked samples
1969	typeII_grn	KI_val	Biobanked samples
2001	typeII_grn	KI_val	Biobanked samples
1364	typeII_grn	KI_val	Biobanked samples
945	typeII_grn	KI_val	Biobanked samples
1195	typeII_grn	KI_val	Biobanked samples
2101	typeII_grn	KI_val	Biobanked samples
1544	typeII_grn	KI_val	Biobanked samples
1553	typeII_grn	KI_val	Biobanked samples
1689	typeII_grn	KI_val	Biobanked samples
2478	typeII_grn	KI_val	Biobanked samples
531	typeII_grn	KI_val	Biobanked samples
1269	typeII_grn	KI_val	Biobanked samples
920	typeII_grn	KI_val	Biobanked samples
758	typeII_grn	KI_val	Biobanked samples
1199	typeII_grn	KI_val	Biobanked samples
1156	typeII_grn	KI_val	Biobanked samples
1131	typeII_grn	KI_val	Biobanked samples
1346	typeII_grn	KI_val	Biobanked samples
2150	typeII_grn	KI_val	Biobanked samples
2585	typeII_grn	KI_val	Biobanked samples
2584	typeII_grn	KI_val	Biobanked samples
2186	typeII_grn	KI_val	Biobanked samples
1681	typeII_grn	KI_val	Biobanked samples
1742	typeII_grn	KI_val	Biobanked samples
1991	typeII_grn	KI_val	Biobanked samples
2106	typeII_grn	KI_val	Biobanked samples
2040	typeII_grn	KI_val	Biobanked samples
969	typeII_grn	KI_val	Biobanked samples
1932	typeII_grn	KI_val	Biobanked samples
1977	typeII_grn	KI_val	Biobanked samples
2031	typeII_grn	KI_val	Biobanked samples
1826	typeII_grn	KI_val	Biobanked samples
1178	typeII_grn	KI_val	Biobanked samples
927	typeII_grn	KI_val	Biobanked samples
1374	typeII_grn	KI_val	Biobanked samples
1164	typeII_grn	KI_val	Biobanked samples
1536	typeII_grn	KI_val	Biobanked samples
1551	typeII_grn	KI_val	Biobanked samples
1599	typeII_grn	KI_val	Biobanked samples
1761	typeII_grn	KI_val	Biobanked samples
1565	typeII_grn	KI_val	Biobanked samples
1609	typeII_grn	KI_val	Biobanked samples
2066	typeII_grn	KI_val	Biobanked samples
1981	typeII_grn	KI_val	Biobanked samples
2737	typeII_grn	KI_val	Biobanked samples
2237	typeII_grn	KI_val	Biobanked samples
3039	typeII_grn	KI_val	Biobanked samples
4342	typeII_grn	3C_dis	Discovery samples
3800	typeII_grn	3C_dis	Discovery samples
5305	typeII_grn	3C_dis	Discovery samples
4648	typeII_grn	3C_dis	Discovery samples
5004	typeII_grn	3C_dis	Discovery samples
4164	typeII_grn	3C_dis	Discovery samples
5119	typeII_grn	3C_dis	Discovery samples
5491	typeII_grn	3C_dis	Discovery samples
4160	typeII_grn	3C_dis	Discovery samples
5428	typeII_grn	3C_dis	Discovery samples
5677	typeII_grn	3C_dis	Discovery samples
5877	typeII_grn	3C_dis	Discovery samples
4389	typeII_grn	3C_dis	Discovery samples
4786	typeII_grn	3C_dis	Discovery samples
5985	typeII_grn	3C_dis	Discovery samples
5283	typeII_grn	3C_dis	Discovery samples
3206	typeII_grn	3C_dis	Discovery samples
4337	typeII_grn	3C_dis	Discovery samples
4720	typeII_grn	3C_dis	Discovery samples
5299	typeII_grn	3C_dis	Discovery samples
4341	typeII_grn	3C_dis	Discovery samples
5328	typeII_grn	3C_dis	Discovery samples
5305	typeII_grn	3C_dis	Discovery samples
5960	typeII_grn	3C_dis	Discovery samples
3376	typeII_grn	3C_dis	Discovery samples
4163	typeII_grn	3C_dis	Discovery samples
3921	typeII_grn	3C_dis	Discovery samples
3578	typeII_grn	3C_dis	Discovery samples
4048	typeII_grn	3C_dis	Discovery samples
4805	typeII_grn	3C_dis	Discovery samples
4860	typeII_grn	3C_dis	Discovery samples
5026	typeII_grn	3C_dis	Discovery samples
2342	typeII_grn	3C_dis	Discovery samples
3588.5	typeII_grn	3C_dis	Discovery samples
4419	typeII_grn	3C_dis	Discovery samples
4887	typeII_grn	3C_dis	Discovery samples
3646.5	typeII_grn	3C_dis	Discovery samples
1951	typeII_grn	3C_dis	Discovery samples
4120	typeII_grn	3C_dis	Discovery samples
5223	typeII_grn	3C_dis	Discovery samples
4033	typeII_grn	3C_dis	Discovery samples
4822.5	typeII_grn	3C_dis	Discovery samples
5727	typeII_grn	3C_dis	Discovery samples
3925	typeII_grn	3C_dis	Discovery samples
3495	typeII_grn	3C_dis	Discovery samples
5304	typeII_grn	3C_dis	Discovery samples
5611	typeII_grn	3C_dis	Discovery samples
4770	typeII_grn	3C_dis	Discovery samples
2457	typeII_grn	3C_dis	Discovery samples
4694	typeII_grn	3C_dis	Discovery samples
3543	typeII_grn	3C_dis	Discovery samples
5213	typeII_grn	3C_dis	Discovery samples
4200	typeII_grn	3C_dis	Discovery samples
3016	typeII_grn	3C_dis	Discovery samples
4680	typeII_grn	3C_dis	Discovery samples
4087	typeII_grn	3C_dis	Discovery samples
3292	typeII_grn	3C_dis	Discovery samples
4510	typeII_grn	3C_dis	Discovery samples
4803	typeII_grn	3C_dis	Discovery samples
4669	typeII_grn	3C_dis	Discovery samples
3101	typeII_grn	3C_dis	Discovery samples
4306	typeII_grn	3C_dis	Discovery samples
4205	typeII_grn	3C_dis	Discovery samples
4537	typeII_grn	3C_dis	Discovery samples
2830	typeII_grn	3C_dis	Discovery samples
3589	typeII_grn	3C_dis	Discovery samples
3706	typeII_grn	3C_dis	Discovery samples
4295	typeII_grn	3C_dis	Discovery samples
4299	typeII_grn	3C_dis	Discovery samples
4434	typeII_grn	3C_dis	Discovery samples
5074	typeII_grn	3C_dis	Discovery samples
5431	typeII_grn	3C_dis	Discovery samples
4821	typeII_grn	3C_dis	Discovery samples
4174	typeII_grn	3C_dis	Discovery samples
5317	typeII_grn	3C_dis	Discovery samples
4123	typeII_grn	3C_dis	Discovery samples
3471	typeII_grn	3C_dis	Discovery samples
4163	typeII_grn	3C_dis	Discovery samples
4516	typeII_grn	3C_dis	Discovery samples
4581	typeII_grn	3C_dis	Discovery samples
4367	typeII_grn	3C_dis	Discovery samples
4100	typeII_grn	3C_dis	Discovery samples
4771	typeII_grn	3C_dis	Discovery samples
4355	typeII_grn	3C_dis	Discovery samples
3168	typeII_grn	3C_dis	Discovery samples
4376	typeII_grn	3C_dis	Discovery samples
533	typeII_grn	3C_dis	Discovery samples
4954	typeII_grn	3C_dis	Discovery samples
3740	typeII_grn	3C_dis	Discovery samples
4305	typeII_grn	3C_dis	Discovery samples
5049	typeII_grn	3C_dis	Discovery samples
4415	typeII_grn	3C_dis	Discovery samples
3737	typeII_grn	3C_dis	Discovery samples
4337	typeII_grn	3C_dis	Discovery samples
3928	typeII_grn	3C_dis	Discovery samples
4411	typeII_grn	3C_dis	Discovery samples
3885	typeII_grn	3C_dis	Discovery samples
1978	typeII_grn	3C_dis	Discovery samples
3425	typeII_grn	3C_dis	Discovery samples
3947	typeII_grn	3C_dis	Discovery samples
4199	typeII_grn	3C_dis	Discovery samples
3217	typeII_grn	3C_dis	Discovery samples
4307	typeII_grn	3C_dis	Discovery samples
4324	typeII_grn	3C_dis	Discovery samples
4232	typeII_grn	3C_dis	Discovery samples
2840	typeII_grn	3C_dis	Discovery samples
3788	typeII_grn	3C_dis	Discovery samples
3866	typeII_grn	3C_dis	Discovery samples
3672	typeII_grn	3C_dis	Discovery samples
4039	typeII_grn	3C_dis	Discovery samples
4209	typeII_grn	3C_dis	Discovery samples
4424	typeII_grn	3C_dis	Discovery samples
3565	typeII_grn	3C_dis	Discovery samples
3316	typeII_grn	3C_dis	Discovery samples
3959	typeII_grn	3C_dis	Discovery samples
3978	typeII_grn	3C_dis	Discovery samples
4095	typeII_grn	3C_dis	Discovery samples
3279	typeII_grn	3C_dis	Discovery samples
3921	typeII_grn	3C_dis	Discovery samples
4055	typeII_grn	3C_dis	Discovery samples
3461	typeII_grn	3C_dis	Discovery samples
4070	typeII_grn	3C_dis	Discovery samples
3432	typeII_grn	3C_dis	Discovery samples
3767	typeII_grn	3C_dis	Discovery samples
4686	typeII_grn	3C_dis	Discovery samples
3241	typeII_grn	3C_dis	Discovery samples
3767	typeII_grn	3C_dis	Discovery samples
3614	typeII_grn	3C_dis	Discovery samples
3262	typeII_grn	3C_dis	Discovery samples
3169	typeII_grn	3C_dis	Discovery samples
3568	typeII_grn	3C_dis	Discovery samples
3630	typeII_grn	3C_dis	Discovery samples
3089	typeII_grn	3C_dis	Discovery samples
3020	typeII_grn	3C_dis	Discovery samples
3380	typeII_grn	3C_dis	Discovery samples
2638	typeII_grn	3C_dis	Discovery samples
3718	typeII_grn	3C_dis	Discovery samples
4138	typeII_grn	3C_dis	Discovery samples
4012	typeII_grn	3C_dis	Discovery samples
4010	typeII_grn	3C_dis	Discovery samples
3628	typeII_grn	3C_dis	Discovery samples
3132	typeII_grn	3C_dis	Discovery samples
3241	typeII_grn	3C_dis	Discovery samples
3846	typeII_grn	3C_dis	Discovery samples
2137	typeII_grn	3C_dis	Discovery samples
3905	typeII_grn	3C_dis	Discovery samples
4395	typeII_grn	3C_dis	Discovery samples
3671	typeII_grn	3C_dis	Discovery samples
4644	typeII_grn	3C_dis	Discovery samples
3204	typeII_grn	3C_dis	Discovery samples
3988	typeII_grn	3C_dis	Discovery samples
3587	typeII_grn	3C_dis	Discovery samples
4336	typeII_grn	3C_dis	Discovery samples
3439	typeII_grn	3C_dis	Discovery samples
3648	typeII_grn	3C_dis	Discovery samples
3573	typeII_grn	3C_dis	Discovery samples
4028	typeII_grn	3C_dis	Discovery samples
3965	typeII_grn	3C_dis	Discovery samples
3782	typeII_grn	3C_dis	Discovery samples
3678	typeII_grn	3C_dis	Discovery samples
3817	typeII_grn	3C_dis	Discovery samples
3260	typeII_grn	3C_dis	Discovery samples
3893	typeII_grn	3C_dis	Discovery samples
4075	typeII_grn	3C_dis	Discovery samples
4108	typeII_grn	3C_dis	Discovery samples
4653	typeII_grn	3C_dis	Discovery samples
4762	typeII_grn	3C_dis	Discovery samples
3774	typeII_grn	3C_dis	Discovery samples
4090	typeII_grn	3C_dis	Discovery samples
3341	typeII_grn	3C_dis	Discovery samples
3738	typeII_grn	3C_dis	Discovery samples
4309	typeII_grn	3C_dis	Discovery samples
3951	typeII_grn	3C_dis	Discovery samples
4139	typeII_grn	3C_dis	Discovery samples
4018	typeII_grn	3C_dis	Discovery samples
4194	typeII_grn	3C_dis	Discovery samples
4095	typeII_grn	3C_dis	Discovery samples
3081	typeII_grn	3C_dis	Discovery samples
3610	typeII_grn	3C_dis	Discovery samples
4366	typeII_grn	3C_dis	Discovery samples
4567	typeII_grn	3C_dis	Discovery samples
3347	typeII_grn	3C_dis	Discovery samples
4170	typeII_grn	3C_dis	Discovery samples
3610	typeII_grn	3C_dis	Discovery samples
3557	typeII_grn	3C_dis	Discovery samples
4231	typeII_grn	3C_dis	Discovery samples
4074	typeII_grn	3C_dis	Discovery samples
4999	typeII_grn	3C_dis	Discovery samples
3965	typeII_grn	3C_dis	Discovery samples
3949	typeII_grn	3C_dis	Discovery samples
4009	typeII_grn	3C_dis	Discovery samples
4641.5	typeII_grn	3C_dis	Discovery samples
3277	typeII_grn	3C_dis	Discovery samples
2723	typeII_grn	3C_dis	Discovery samples
3267	typeII_grn	3C_dis	Discovery samples
3686	typeII_grn	3C_dis	Discovery samples
4402	typeII_grn	3C_dis	Discovery samples
4020	typeII_grn	3C_dis	Discovery samples
4689	typeII_grn	3C_dis	Discovery samples
5313.5	typeII_grn	3C_dis	Discovery samples
5121	typeII_grn	3C_dis	Discovery samples
3466	typeII_grn	3C_dis	Discovery samples
4172	typeII_grn	3C_dis	Discovery samples
4331	typeII_grn	3C_dis	Discovery samples
4101	typeII_grn	3C_dis	Discovery samples
3292	typeII_grn	3C_dis	Discovery samples
5316	typeII_grn	3C_dis	Discovery samples
4374	typeII_grn	3C_dis	Discovery samples
4969	typeII_grn	3C_dis	Discovery samples
3631	typeII_grn	3C_dis	Discovery samples
4368	typeII_grn	3C_dis	Discovery samples
4725	typeII_grn	3C_dis	Discovery samples
4117	typeII_grn	3C_dis	Discovery samples
3987	typeII_grn	3C_dis	Discovery samples
3823	typeII_grn	3C_dis	Discovery samples
5278	typeII_grn	3C_dis	Discovery samples
4956	typeII_grn	3C_dis	Discovery samples
3887	typeII_grn	3C_dis	Discovery samples
4408	typeII_grn	3C_dis	Discovery samples
4515	typeII_grn	3C_dis	Discovery samples
4653	typeII_grn	3C_dis	Discovery samples
2337	typeII_grn	3C_dis	Discovery samples
3285	typeII_grn	3C_dis	Discovery samples
4258	typeII_grn	3C_dis	Discovery samples
0	typeII_grn	3C_dis	Discovery samples
2199	typeII_grn	3C_dis	Discovery samples
3295	typeII_grn	3C_dis	Discovery samples
4642	typeII_grn	3C_dis	Discovery samples
5330	typeII_grn	3C_dis	Discovery samples
3297	typeII_grn	3C_dis	Discovery samples
4439	typeII_grn	3C_dis	Discovery samples
5173	typeII_grn	3C_dis	Discovery samples
5222	typeII_grn	3C_dis	Discovery samples
4043	typeII_grn	3C_dis	Discovery samples
4347	typeII_grn	3C_dis	Discovery samples
4476	typeII_grn	3C_dis	Discovery samples
4383	typeII_grn	3C_dis	Discovery samples
3784	typeII_grn	3C_dis	Discovery samples
3182	typeII_grn	3C_dis	Discovery samples
4468	typeII_grn	3C_dis	Discovery samples
4389	typeII_grn	3C_dis	Discovery samples
5143	typeII_grn	3C_dis	Discovery samples
5118	typeII_grn	3C_dis	Discovery samples
5698	typeII_grn	3C_dis	Discovery samples
5417	typeII_grn	3C_dis	Discovery samples
4842	typeII_grn	3C_dis	Discovery samples
4038	typeII_grn	3C_dis	Discovery samples
6128	typeII_grn	3C_dis	Discovery samples
4243	typeII_grn	3C_dis	Discovery samples
4760	typeII_grn	3C_dis	Discovery samples
5433	typeII_grn	3C_dis	Discovery samples
4694	typeII_grn	3C_dis	Discovery samples
5051	typeII_grn	3C_dis	Discovery samples
3873	typeII_grn	3C_dis	Discovery samples
5448	typeII_grn	3C_dis	Discovery samples
6588	typeII_grn	3C_dis	Discovery samples
5066	typeII_grn	3C_dis	Discovery samples
3739	typeII_grn	3C_dis	Discovery samples
5771	typeII_grn	3C_dis	Discovery samples
5516	typeII_grn	3C_dis	Discovery samples
6238	typeII_grn	3C_dis	Discovery samples
3712	typeII_grn	3C_dis	Discovery samples
5464	typeII_grn	3C_dis	Discovery samples
5161	typeII_grn	3C_dis	Discovery samples
4494	typeII_grn	3C_dis	Discovery samples
4088	typeII_grn	3C_dis	Discovery samples
5467	typeII_grn	3C_dis	Discovery samples
5968	typeII_grn	3C_dis	Discovery samples
5691	typeII_grn	3C_dis	Discovery samples
4150	typeII_grn	3C_dis	Discovery samples
4982	typeII_grn	3C_dis	Discovery samples
4011	typeII_grn	3C_dis	Discovery samples
4885	typeII_grn	3C_dis	Discovery samples
3545	typeII_grn	3C_dis	Discovery samples
2550	typeII_grn	3C_dis	Discovery samples
4617	typeII_grn	3C_dis	Discovery samples
4043	typeII_grn	3C_dis	Discovery samples
3927	typeII_grn	3C_dis	Discovery samples
4230	typeII_grn	3C_dis	Discovery samples
4229	typeII_grn	3C_dis	Discovery samples
5028	typeII_grn	3C_dis	Discovery samples
3652	typeII_grn	3C_dis	Discovery samples
4273	typeII_grn	3C_dis	Discovery samples
3696	typeII_grn	3C_dis	Discovery samples
4940	typeII_grn	3C_dis	Discovery samples
2415	typeII_grn	3C_dis	Discovery samples
3223	typeII_grn	3C_dis	Discovery samples
4895	typeII_grn	3C_dis	Discovery samples
3740	typeII_grn	3C_dis	Discovery samples
4180	typeII_grn	3C_dis	Discovery samples
4616	typeII_grn	3C_dis	Discovery samples
4772	typeII_grn	3C_dis	Discovery samples
4275	typeII_grn	3C_dis	Discovery samples
3235	typeII_grn	3C_dis	Discovery samples
4857	typeII_grn	3C_dis	Discovery samples
4329	typeII_grn	3C_dis	Discovery samples
5265	typeII_grn	3C_dis	Discovery samples
4439	typeII_grn	3C_dis	Discovery samples
4339	typeII_grn	3C_dis	Discovery samples
4661	typeII_grn	3C_dis	Discovery samples
5023	typeII_grn	3C_dis	Discovery samples
5094	typeII_grn	3C_dis	Discovery samples
4783	typeII_grn	3C_dis	Discovery samples
5135	typeII_grn	3C_dis	Discovery samples
5092	typeII_grn	3C_dis	Discovery samples
4239	typeII_grn	3C_dis	Discovery samples
4720	typeII_grn	3C_dis	Discovery samples
4337	typeII_grn	3C_dis	Discovery samples
4411	typeII_grn	3C_dis	Discovery samples
3777	typeII_grn	3C_dis	Discovery samples
4903	typeII_grn	3C_dis	Discovery samples
4781	typeII_grn	3C_dis	Discovery samples
5459	typeII_grn	3C_dis	Discovery samples
369	typeII_grn	3C_dis	Discovery samples
5046	typeII_grn	3C_dis	Discovery samples
4693	typeII_grn	3C_dis	Discovery samples
5310	typeII_grn	3C_dis	Discovery samples
4570	typeII_grn	3C_dis	Discovery samples
3486	typeII_grn	3C_dis	Discovery samples
4916	typeII_grn	3C_dis	Discovery samples
5230	typeII_grn	3C_dis	Discovery samples
3588	typeII_grn	3C_dis	Discovery samples
4838	typeII_grn	3C_dis	Discovery samples
5571	typeII_grn	3C_dis	Discovery samples
5127	typeII_grn	3C_dis	Discovery samples
4669	typeII_grn	3C_dis	Discovery samples
5573	typeII_grn	3C_dis	Discovery samples
6354	typeII_grn	3C_dis	Discovery samples
6489	typeII_grn	3C_dis	Discovery samples
3895	typeII_grn	3C_dis	Discovery samples
3903	typeII_grn	3C_dis	Discovery samples
4956	typeII_grn	3C_dis	Discovery samples
6081	typeII_grn	3C_dis	Discovery samples
3598	typeII_grn	3C_dis	Discovery samples
4192	typeII_grn	3C_dis	Discovery samples
5015	typeII_grn	3C_dis	Discovery samples
5388	typeII_grn	3C_dis	Discovery samples
3750.5	typeII_grn	3C_dis	Discovery samples
3868	typeII_grn	3C_dis	Discovery samples
4504	typeII_grn	3C_dis	Discovery samples
5095	typeII_grn	3C_dis	Discovery samples
3015	typeII_grn	3C_dis	Discovery samples
4585	typeII_grn	3C_dis	Discovery samples
4359	typeII_grn	3C_dis	Discovery samples
5477	typeII_grn	3C_dis	Discovery samples
3918	typeII_grn	3C_dis	Discovery samples
4466	typeII_grn	3C_dis	Discovery samples
4543	typeII_grn	3C_dis	Discovery samples
5000	typeII_grn	3C_dis	Discovery samples
2745	typeII_grn	3C_dis	Discovery samples
3762	typeII_grn	3C_dis	Discovery samples
3358	typeII_grn	3C_dis	Discovery samples
3895	typeII_grn	3C_dis	Discovery samples
3068	typeII_grn	3C_dis	Discovery samples
3205	typeII_grn	3C_dis	Discovery samples
3891	typeII_grn	3C_dis	Discovery samples
4556	typeII_grn	3C_dis	Discovery samples
2527	typeII_grn	3C_dis	Discovery samples
4600	typeII_grn	3C_dis	Discovery samples
4522	typeII_grn	3C_dis	Discovery samples
4174	typeII_grn	3C_dis	Discovery samples
3482	typeII_grn	3C_dis	Discovery samples
4253	typeII_grn	3C_dis	Discovery samples
4662	typeII_grn	3C_dis	Discovery samples
5738	typeII_grn	3C_dis	Discovery samples
3749	typeII_grn	3C_dis	Discovery samples
4465	typeII_grn	3C_dis	Discovery samples
4368	typeII_grn	3C_dis	Discovery samples
4890	typeII_grn	3C_dis	Discovery samples
2923	typeII_grn	3C_dis	Discovery samples
4463	typeII_grn	3C_dis	Discovery samples
4107	typeII_grn	3C_dis	Discovery samples
4350	typeII_grn	3C_dis	Discovery samples
2640	typeII_grn	3C_dis	Discovery samples
3336	typeII_grn	3C_dis	Discovery samples
3899	typeII_grn	3C_dis	Discovery samples
4238	typeII_grn	3C_dis	Discovery samples
3679	typeII_grn	3C_dis	Discovery samples
3912	typeII_grn	3C_dis	Discovery samples
2985	typeII_grn	3C_dis	Discovery samples
4410	typeII_grn	3C_dis	Discovery samples
3652	typeII_grn	3C_dis	Discovery samples
4869	typeII_grn	3C_dis	Discovery samples
